[Wed Mar 25 04:58:31.850481 2026] [php:error] [pid 1931734] [client 10.30.8.134:39848] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 04:58:33.005655 2026] [php:error] [pid 1931735] [client 10.30.8.134:39864] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 04:59:15.347000 2026] [php:error] [pid 1931750] [client 10.30.8.134:39866] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 04:59:15.908016 2026] [php:error] [pid 1931754] [client 10.30.8.134:48428] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 04:59:17.252148 2026] [php:error] [pid 1931755] [client 10.30.8.134:40978] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 04:59:17.701673 2026] [php:error] [pid 1931756] [client 10.30.8.134:40982] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 04:59:18.182647 2026] [php:error] [pid 1931757] [client 10.30.8.134:40984] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 04:59:18.792135 2026] [php:error] [pid 1931761] [client 10.30.8.134:40998] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 05:07:41.552758 2026] [php:error] [pid 1939715] [client 10.30.8.134:39276] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 05:07:52.872244 2026] [php:error] [pid 1939720] [client 10.30.8.134:39292] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 05:08:27.933404 2026] [php:error] [pid 1940913] [client 10.30.8.134:54642] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 05:08:30.187899 2026] [php:error] [pid 1940920] [client 10.30.8.134:37278] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 05:08:30.916125 2026] [php:error] [pid 1940921] [client 10.30.8.134:37288] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 05:09:03.015237 2026] [php:error] [pid 1940948] [client 10.30.8.134:37298] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 05:09:09.242811 2026] [php:error] [pid 1941005] [client 10.30.8.134:48238] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49
[Wed Mar 25 05:09:15.488132 2026] [php:error] [pid 1941016] [client 10.30.8.134:41602] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49, referer: http://wsr.ru/
[Wed Mar 25 05:11:50.258209 2026] [php:error] [pid 1942297] [client 10.30.8.134:59644] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49, referer: http://wsr.ru/
[Wed Mar 25 05:11:50.828267 2026] [php:error] [pid 1942300] [client 10.30.8.134:59650] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49, referer: http://wsr.ru/
[Wed Mar 25 05:11:52.849661 2026] [php:error] [pid 1942303] [client 10.30.8.134:59656] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49, referer: http://wsr.ru/
[Wed Mar 25 05:11:53.393398 2026] [php:error] [pid 1942304] [client 10.30.8.134:59672] PHP Fatal error:  Cannot redeclare Src\\Application::__construct() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Application.php on line 49, referer: http://wsr.ru/
[Fri Mar 27 05:08:31.064630 2026] [php:error] [pid 96829] [client 10.30.8.134:38842] PHP Fatal error:  Cannot redeclare Controller\\Site::signup() in /srv/users/rpppfjjn/eshyebc-m4/app/Controller/Site.php on line 81, referer: http://eshyebc-m4.wsr.ru/login
[Fri Mar 27 05:08:32.601713 2026] [php:error] [pid 96831] [client 10.30.8.134:38852] PHP Fatal error:  Cannot redeclare Controller\\Site::signup() in /srv/users/rpppfjjn/eshyebc-m4/app/Controller/Site.php on line 81, referer: http://eshyebc-m4.wsr.ru/login
[Fri Mar 27 05:08:34.635192 2026] [php:error] [pid 96832] [client 10.30.8.134:38864] PHP Fatal error:  Cannot redeclare Controller\\Site::signup() in /srv/users/rpppfjjn/eshyebc-m4/app/Controller/Site.php on line 81, referer: http://eshyebc-m4.wsr.ru/login
[Fri Mar 27 05:08:35.029485 2026] [php:error] [pid 96834] [client 10.30.8.134:38866] PHP Fatal error:  Cannot redeclare Controller\\Site::signup() in /srv/users/rpppfjjn/eshyebc-m4/app/Controller/Site.php on line 81, referer: http://eshyebc-m4.wsr.ru/login
[Fri Mar 27 05:08:35.465756 2026] [php:error] [pid 96835] [client 10.30.8.134:38874] PHP Fatal error:  Cannot redeclare Controller\\Site::signup() in /srv/users/rpppfjjn/eshyebc-m4/app/Controller/Site.php on line 81, referer: http://eshyebc-m4.wsr.ru/login
[Fri Mar 27 23:48:43.222017 2026] [php:error] [pid 1062499] [client 10.30.8.134:42004] PHP Fatal error:  Cannot redeclare Src\\Middleware::runMiddlewares() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Middleware.php on line 53, referer: http://eshyebc-m4.wsr.ru/
[Fri Mar 27 23:48:44.187709 2026] [php:error] [pid 1062500] [client 10.30.8.134:42010] PHP Fatal error:  Cannot redeclare Src\\Middleware::runMiddlewares() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Middleware.php on line 53, referer: http://eshyebc-m4.wsr.ru/
[Fri Mar 27 23:48:45.096606 2026] [php:error] [pid 1062501] [client 10.30.8.134:42018] PHP Fatal error:  Cannot redeclare Src\\Middleware::runMiddlewares() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Middleware.php on line 53, referer: http://eshyebc-m4.wsr.ru/
[Fri Mar 27 23:48:47.306676 2026] [php:error] [pid 1062502] [client 10.30.8.134:42024] PHP Fatal error:  Cannot redeclare Src\\Middleware::runMiddlewares() in /srv/users/rpppfjjn/eshyebc-m4/core/Src/Middleware.php on line 53, referer: http://eshyebc-m4.wsr.ru/my-reservations
